annee_scolaire;diplome;libelle_diplome;code_niveau;type_diplome;code_groupe_specialite;libelle_specialite;libelle_specialite_com;id_og;libelle_og;id_etab;nom_complet_cfa;numero_section;duree_formation_mois;annee_formation;id_siteformation;code_uai_site;libelle_lien_cfa;nom_site_formation;adresse1_site;adresse2_site;adresse3_site;code_commune_site_insee;code_postal_site;libelle_ville_site;num_section;age_jeune_decembre;handicap_oui_non_vide;code_sexe;sexe;code_qualite;libelle_qualite;code_nationalite;libelle_nationalite;code_pcs;libelle_pcs_parent;code_statut_jeune;libelle_statut_jeune;code_origine_prec_cfa;libelle_origine_prec_cfa;code_origine_annee_prec;libelle_origine_annee_prec;code_depart_jeune_insee;code_commune_jeune_insee;code_postal_jeune;libelle_ville_jeune;code_naf_entreprise;depart_entreprise;code_insee_entreprise;code_uai_etab_annee_prec
11/12;40025506;Electrotechnique énergie équipements communicants (BAC PRO);4;BAC PRO;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;25;Chambre d'Apprentissage de l'Electricité;27;CFA de l'équipement électrique;14;24;2;60;0751475W;Local du CFA;CFA Equipement Electrique;8 impasse Delépine;;;75111;75011;PARIS;14;22;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;53;TERMINALE TECHNOLOGIQUE (en lycée);89;1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);94;94002;94140;ALFORTVILLE;4321A;75;75112;0751475W
11/12;35031001;Gestion des entreprises et des administrations GEA option : petites et moyennes organisations (DUT);3;DUT;310;Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités);Administration et management des entreprises;56;Association pour la Promotion et la Gestion d'un Centre d'Enseignement Supérieur par l'Apprentissage à Evry;69;CFA d' Évry Val d'Essonne;6;24;2;571;0912128U;Convention L6231-3;Université d'Evry-Val d'Essonne - IUT d'Evry - Site de Brétingy;Château La Fontaine;Chemin de la Tuilerie;;91103;91220;BRETIGNY-SUR-ORGE;6;20;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;53;TERMINALE TECHNOLOGIQUE (en lycée);97;1ERE ANNEE DUT (STATUT APPRENTISSAGE);91;91386;91540;MENNECY;6110Z;75;75103;0912119J
11/12;26031403;Comptabilité et gestion ( DCG);2;DIV-2;314;Comptabilité, gestion;Comptabilité, gestion;83;Association des Comptables - Métiers et Professions;118;CFA de la comptabilité - ACMP;12;36;3;213;0922673F;Local du CFA;CFA de la Comptabilité;70 rue Marius Aufan;;;92044;92300;LEVALLOIS PERRET;12;24;N;M;Masculin;X;Interne/Externe;1;France;99;Non renseigné (inconnu ou sans objet);X;Contrat en cours d'enregistrement par la DDTE (ou autres services d'enregistrement);65;2EME ANNEE IUT;105;APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE);93;93066;93200;SAINT-DENIS;7022Z;92;92078;75
11/12;46421203;Auxiliaire spécialisé vétérinaire (TH);4;TH4-AG;212;Productions animales, élevage specialisé, aquaculture, soins aux animaux (y compris vétérinaire);Agriculture, espaces verts, élevage et soins des animaux;177;Animal Pro Formation;329;CFA santé animale;3;24;1;1917;0782113Y;Convention L6231-3;Centre d'Enseignement Zootechnique;Bergerie Nationale;Parc du Château;;78517;78120;RAMBOUILLET;3;23;;F;Féminin;I;Interne;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;113;CHOMAGE;113;CHOMAGE;60;60572;60350;ST ETIENNE ROILAYE;7500Z;60;60665;60
11/12;32031406;Comptabilité et gestion des organisations (BTS);3;BTS;314;Comptabilité, gestion;Comptabilité, gestion;83;Association des Comptables - Métiers et Professions;118;CFA de la comptabilité - ACMP;8;24;2;213;0922673F;Local du CFA;CFA de la Comptabilité;70 rue Marius Aufan;;;92044;92300;LEVALLOIS PERRET;8;24;N;F;Féminin;X;Interne/Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;51;TERMINALE GENERALE (en lycée);93;1ERE ANNEE BTS (STATUT APPRENTISSAGE);75;75120;75020;PARIS;6920Z;75;75103;75
11/12;50022136;Pâtissier (CAP);5;CAP;221;Agro-alimentaire, alimentation, cuisine;Agro-alimentaire, alimentation, cuisine;92;Chambre de Métiers et de l'Artisanat de la Seine St Denis;130;CFA Campus des Métiers et de l'Entreprise;83;24;1;2112;0931618D;Local du CFA;CFA Campus des Métiers et de l'Entreprise;91-129 rue Edouard Renard;;;93008;93013;BOBIGNY;83;23;N;F;Féminin;E;Externe;1;France;55;Employé de commerce;A;Contrat d'apprentissage;35;3EME ANNEE DE CAP EN 3 ANS (en collège);35;3EME ANNEE DE CAP EN 3 ANS (en collège);93;93010;93140;BONDY;1071D;92;92025;993
11/12;40025207;Maintenance des véhicules automobiles option : voitures particulières (BAC PRO);4;BAC PRO;252;Moteurs et mécanique auto;Moteurs et mécanique auto;92;Chambre de Métiers et de l'Artisanat de la Seine St Denis;130;CFA Campus des Métiers et de l'Entreprise;73;36;3;2112;0931618D;Local du CFA;CFA Campus des Métiers et de l'Entreprise;91-129 rue Edouard Renard;;;93008;93013;BOBIGNY;73;20;N;M;Masculin;E;Externe;3;Autre;55;Employé de commerce;A;Contrat d'apprentissage;75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);85;1ERE ANNEE BP OU BM (STATUT APPRENTISSAGE);95;95500;95300;PONTOISE;4511Z;93;93070;0931618D
11/12;;Ingénieur diplôme du conservatoire national des arts et métiers, spécialité électronique et télécommunications;1;ING;326;Informatique, traitement de l'information, réseaux de transmission des données;Informatique, réseaux;44;Centre de Formation d'Ingénieurs par Alternance - CEFIPA;47;CFA Ingénieurs - CEFIPA;12;36;3;1345;0932430L;UFA (L6232-8);Conservatoire National des Arts et Métiers - CNAM;61 rue du Landy;;;93066;93210;SAINT-DENIS;12;23;N;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;65;2EME ANNEE IUT;107;APPRENTISSAGE BAC+4 (STATUT APPRENTISSAGE);91;91477;91120;PALAISEAU;4321A;92;92062;93
11/12;;Responsable projet communication interne/externe (ISCPA);2;TH2-X;320;Spécialités plurivalentes de la communication;Communication;53;Institut de Gestion Sociale;61;CFA Institut de Gestion Sociale;62;12;1;103;0754738T;Annexe du CFA;CFA Bureautique Appliquée;7 rue Pierre Dupont;;;75110;75010;PARIS;62;22;N;F;Féminin;X;Interne/Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;61;2EME ANNEE BTS (en lycée);61;2EME ANNEE BTS (en lycée);95;95183;95800;COURDIMANCHE;9319Z;95;95637;75
11/12;55321401;Travaux d'aménagements paysagers, spécialité travaux de création et d'entretien (BPA 5);5;BPA5;214;Aménagement paysager (parcs, jardins, espaces verts, terrains de sport);Agriculture, espaces verts, élevage et soins des animaux;132;Association pour le Développement de l'Apprentissage Francilien Agricole;175;CFA des Métiers de l'Agriculture - ADAFA;87;24;2;1510;0752426E;Convention L6231-3;Lycée du Breuil;Route de la Ferme;;;75108;75012;PARIS;87;24;N;M;Masculin;D;Demi-pensionnaire;1;France;76;Retraite employé et ouvrier;A;Contrat d'apprentissage;39;TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);92;92062;92800;PUTEAUX;8411Z;78;78551;0783606W
11/12;32031209;Management des unités commerciales (BTS);3;BTS;312;Commerce, vente;Commerce, vente;93;Association de Formation de la Grande Distribution;131;CFA Commerce Distribution  Services - CODIS;24;24;1;2042;0754471C;Local du CFA;CFA CODIS;3 rue Pierre Dupont;;;75110;75010;PARIS;24;24;N;F;Féminin;X;Interne/Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;111;EMPLOI (Y COMPRIS CES);111;EMPLOI (Y COMPRIS CES);75;75120;75020;PARIS;4771Z;75;75106;75
11/12;25022225;Industries chimiques et pharmaceutiques spé développement et production pharmaceutique (LP CNAM);2;LICENCE PRO;222;Transformations chimiques et apparentées (y compris industrie pharmaceutique);Chimie (parfum, cosmétique, pétrole, traitement de l'eau...);208;LEEM Apprentissage;362;CFA LEEM apprentissage;2;12;1;1627;0921810T;UFA (L6232-8);Conservatoire National des Arts et Métiers - CNAM Paris XI;5 rue Jean Baptiste Clément;;;92019;92290;CHATENAY-MALABRY;2;23;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;111;EMPLOI (Y COMPRIS CES);111;EMPLOI (Y COMPRIS CES);95;95205;95440;ECOUEN;2120Z;28;28134;93
11/12;40031202;Commerce (BAC PRO);4;BAC PRO;312;Commerce, vente;Commerce, vente;99;Association de Formation Interprofessionnelle de Poissy et Environs;138;CFA Vente et Commerce - AFIPE;21;36;2;275;0782092A;Local du CFA;CFA Vente et Commerce;7 bis enclos de l'Abbaye;;;78498;78300;POISSY;21;16;;F;Féminin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);23;3EME GENERALE (en collège);78;78314;78440;ISSOU;4772A;78;78361;78
11/12;32031405;Assistant de gestion de PME-PMI (BTS);3;BTS;314;Comptabilité, gestion;Comptabilité, gestion;54;Association de Gestion des Formations en Alternance pour les PME;62;CFA PME apprentissage;35;24;1;152;0922464D;Convention L6231-3;Lycée Louise Michel;11 boulevard du Midi;;;92050;92000;NANTERRE;35;19;;F;Féminin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);X;Contrat en cours d'enregistrement par la DDTE (ou autres services d'enregistrement);45;TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée);45;TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée);92;92050;92000;NANTERRE;7022Z;75;75108;92
11/12;26031403;Comptabilité et gestion ( DCG);2;DIV-2;314;Comptabilité, gestion;Comptabilité, gestion;83;Association des Comptables - Métiers et Professions;118;CFA de la comptabilité - ACMP;12;36;2;213;0922673F;Local du CFA;CFA de la Comptabilité;70 rue Marius Aufan;;;92044;92300;LEVALLOIS PERRET;12;26;N;M;Masculin;X;Interne/Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;161;2EME ANNEE TITRE HOMOLOGUE OU BREVET D'ETAT NIVEAU III;161;2EME ANNEE TITRE HOMOLOGUE OU BREVET D'ETAT NIVEAU III;92;92044;92300;LEVALLOIS-PERRET;6920Z;92;92051;75
11/12;40025506;Electrotechnique énergie équipements communicants (BAC PRO);4;BAC PRO;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;100;Association de Gestion des Centres de Formation d'Apprentis Saint-Jean;139;CFA Saint-Jean;16;24;2;277;0951830Y;Local du CFA;CFA Saint-Jean;12 rue du Maréchal Juin;;;95555;95210;SAINT-GRATIEN;16;20;N;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;89;1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);89;1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);95;95428;95160;MONTMORENCY;4321B;93;93001;0951830Y
11/12;50023317;Installateur sanitaire (CAP);5;CAP;233;Bâtiment : finitions;Bâtiment : finition;92;Chambre de Métiers et de l'Artisanat de la Seine St Denis;130;CFA Campus des Métiers et de l'Entreprise;1;24;2;2112;0931618D;Local du CFA;CFA Campus des Métiers et de l'Entreprise;91-129 rue Edouard Renard;;;93008;93013;BOBIGNY;1;18;N;M;Masculin;E;Externe;1;France;69;Ouvrier agricole;A;Contrat d'apprentissage;25;3EME D'INSERTION;23;3EME GENERALE (en collège);93;93014;93390;CLICHY-SOUS-BOIS;4322A;94;94028;0931618D
11/12;13532631;Sciences et technologies, santé : informatique spé sécurité des contenus, des réseaux, des télécommunications et des systèmes (MASTER Versailles);1;MASTER PRO;326;Informatique, traitement de l'information, réseaux de transmission des données;Informatique, réseaux;127;Association pour la Formation aux Techniques Industrielles;170;CFA pour la Formation aux Techniques Industrielles;21;24;1;576;0912268W;Local du CFA;CFA Formations Techniques Industrielles;Domaine de Corbeville;DP 128;;91471;91400;ORSAY;21;22;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;61;2EME ANNEE BTS (en lycée);999;INCONNUE;28;28373;28250;SENONCHES;4646Z;28;28134;993
11/12;32025001;Assistance technique d'ingénieur (BTS);3;BTS;250;Spécialités pluri-technologiques mécanique-électricité (y compris maintenance mécanique-électricité);Mécanique et électricité : conception et maintenance;205;Association Faculte des Metiers de l'Essonne;361;CFA de la Faculté des Métiers de l'Essonne;119;24;1;1482;0911826R;Local du CFA;CFA FDME- Site de BONDOUFLE;3 rue de Villeroy;;;91086;91070;BONDOUFLE;119;21;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;53;TERMINALE TECHNOLOGIQUE (en lycée);53;TERMINALE TECHNOLOGIQUE (en lycée);91;91135;91750;CHAMPCUEIL;1081Z;45;45103;91
11/12;13512803;Droit : droit social spé juristes de droit social (MASTER Paris 1);1;MASTER PRO;128;Droit, sciences politiques;Sciences humaines et droit;141;FORMASUP PARIS;257;CFA FORMASUP Paris;60;12;1;1275;0751717J;UFA (L6232-8);Université Paris I - Panthéon Sorbone;12 place du Panthéon;;;75105;75005;PARIS;60;22;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;69;AUTRE SCOLARITE SUPERIEURE;69;AUTRE SCOLARITE SUPERIEURE;95;95176;95240;CORMEILLES-EN-PARISIS;5829C;75;75117;75
11/12;32031209;Management des unités commerciales (BTS);3;BTS;312;Commerce, vente;Commerce, vente;382;Chambre de Commerce et d'Industrie de Seine et Marne;458;CFA UTEC de la Chambre de Commerce et d'Industrie de Seine et Marne;62;24;1;2501;0772549C;UFA (L6232-8);UTEC Marne-la-Vallée - Commerce Service Comptabilité Gestion;Boulevard Olof Palme;Marne la Vallée;;77169;77184;EMERAINVILLE;62;18;;F;Féminin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);X;Contrat en cours d'enregistrement par la DDTE (ou autres services d'enregistrement);45;TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée);45;TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée);77;77254;77220;LIVERDY-EN-BRIE;4759B;92;92051;0772275E
11/12;50033610;Coiffure (CAP);5;CAP;336;Coiffure, esthétique, et autres spécialités des services aux personnes;Coiffure, esthétique;205;Association Faculte des Metiers de l'Essonne;361;CFA de la Faculté des Métiers de l'Essonne;22;24;1;2020;0912267V;Local du CFA;CFA FDME - Site d'EVRY;3 Chemin de la Grange Feu Louis;;;91228;91000;EVRY;22;16;;F;Féminin;D;Demi-pensionnaire;1;France;52;Employé civil - agent service fonction publique;A;Contrat d'apprentissage;23;3EME GENERALE (en collège);13;CPA OU CLIPA DE CFA;77;77445;77176;SAVIGNY-LE-TEMPLE;9602A;91;91573;0910846A
11/12;;Ingénieur diplôme de l'école nationale supérieure du pétrole et des moteurs, spécialité énergie et procédés;1;ING;222;Transformations chimiques et apparentées (y compris industrie pharmaceutique);Chimie (parfum, cosmétique, pétrole, traitement de l'eau...);85;Association pour la Formation dans l'Industrie - AFI;120;CFA Energie - Motorisations;3;16;1;216;0922387V;Convention L6231-3;Ecole Nationale Supérieure du Pétrole et des Moteurs;228-232 avenue Napoléon Bonaparte;;;92063;92852;RUEIL-MALMAISON;3;23;;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;69;AUTRE SCOLARITE SUPERIEURE;69;AUTRE SCOLARITE SUPERIEURE;59;59350;59000;LILLE;7219Z;78;78343;59
11/12;32031209;Management des unités commerciales (BTS);3;BTS;312;Commerce, vente;Commerce, vente;382;Chambre de Commerce et d'Industrie de Seine et Marne;458;CFA UTEC de la Chambre de Commerce et d'Industrie de Seine et Marne;62;24;1;2501;0772549C;UFA (L6232-8);UTEC Marne-la-Vallée - Commerce Service Comptabilité Gestion;Boulevard Olof Palme;Marne la Vallée;;77169;77184;EMERAINVILLE;62;20;;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);X;Contrat en cours d'enregistrement par la DDTE (ou autres services d'enregistrement);81;2EME ANNEE BEP (STATUT APPRENTISSAGE);93;1ERE ANNEE BTS (STATUT APPRENTISSAGE);77;77258;77185;LOGNES;4779Z;94;94017;77
11/12;63199999;DIMA - Dispositif d'Initiation aux Métiers en Alternance (DIMA);6;DIMA;999;Dispositif d'initiation aux métiers en alternance;Dispositif d'initiation aux métiers en alternance;205;Association Faculte des Metiers de l'Essonne;361;CFA de la Faculté des Métiers de l'Essonne;131;12;1;2020;0912267V;Local du CFA;CFA FDME - Site d'EVRY;3 Chemin de la Grange Feu Louis;;;91228;91000;EVRY;131;15;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);DIMA;Dispositif d'Initiation aux Métiers en Alternance;23;3EME GENERALE (en collège);23;3EME GENERALE (en collège);91;91045;91610;BALLANCOURT-SUR-ESSONE;1071C;91;91386;91
11/12;32031209;Management des unités commerciales (BTS);3;BTS;312;Commerce, vente;Commerce, vente;382;Chambre de Commerce et d'Industrie de Seine et Marne;458;CFA UTEC de la Chambre de Commerce et d'Industrie de Seine et Marne;62;24;1;2501;0772549C;UFA (L6232-8);UTEC Marne-la-Vallée - Commerce Service Comptabilité Gestion;Boulevard Olof Palme;Marne la Vallée;;77169;77184;EMERAINVILLE;62;19;;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;53;TERMINALE TECHNOLOGIQUE (en lycée);53;TERMINALE TECHNOLOGIQUE (en lycée);77;77148;77840;CROUY-SUR-OURCQ;4771Z;77;77449;77
11/12;;Manager en ingénierie de l'informatique des réseaux et des télécoms ITIN-ESCIA (TP NIV 1);1;TH1-C;326;Informatique, traitement de l'information, réseaux de transmission des données;Informatique, réseaux;382;Chambre de Commerce et d'Industrie de Seine et Marne;458;CFA UTEC de la Chambre de Commerce et d'Industrie de Seine et Marne;81;36;2;2502;0772320D;UFA (L6232-8);UTEC Marne-la-Vallée - Informatique et Technologies Numériques;Boulevard Olof Palme;Marne la Vallée;;77169;77184;EMERAINVILLE;81;22;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);X;Contrat en cours d'enregistrement par la DDTE (ou autres services d'enregistrement);61;2EME ANNEE BTS (en lycée);105;APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE);93;93033;93460;GOURNAY-SUR-MARNE;6203Z;92;92026;0772321E
11/12;17025202;Ingénieur diplôme de l école nationale supérieure du pétrole et des moteurs, spécialité motorisations;1;ING;252;Moteurs et mécanique auto;Moteurs et mécanique auto;85;Association pour la Formation dans l'Industrie - AFI;120;CFA Energie - Motorisations;10;16;2;216;0922387V;Convention L6231-3;Ecole Nationale Supérieure du Pétrole et des Moteurs;228-232 avenue Napoléon Bonaparte;;;92063;92852;RUEIL-MALMAISON;10;23;;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;69;AUTRE SCOLARITE SUPERIEURE;93;1ERE ANNEE BTS (STATUT APPRENTISSAGE);78;78624;78510;TRIEL-SUR-SEINE;4531Z;95;95572;0922387V
11/12;56033103;Auxiliaire de puériculture (DIPLOME ETAT Niveau V);5;DIV-5;331;Santé;Santé, sanitaire et social;215;Institut National de Formation et d'Application (INFA);365;CFA de l'Institut National de Formation et d'Application;2;19;2;1554;0942217Z;Local du CFA;CFA  INFA;5 - 9 rue Anquetil;;;94052;94130;NOGENT-SUR-MARNE;2;19;N;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;51;TERMINALE GENERALE (en lycée);75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);94;94004;94470;BOISSY-SAINT-LEGER;8411Z;94;94041;7
11/12;13531102;Economie : entreprises, stratégies, ressources humaines spé transports internationaux (MASTER Paris 1);1;MASTER PRO;311;Transport, manutention, magasinage;Transport, logistique;141;FORMASUP PARIS;257;CFA FORMASUP Paris;53;24;1;1275;0751717J;UFA (L6232-8);Université Paris I - Panthéon Sorbone;12 place du Panthéon;;;75105;75005;PARIS;53;23;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;69;AUTRE SCOLARITE SUPERIEURE;69;AUTRE SCOLARITE SUPERIEURE;94;94081;94400;VITRY-SUR-SEINE;8559B;75;75106;75
11/12;25033426;Hôtellerie et tourisme, spécialité distribution touristique (LP PARIS 1);2;LICENCE PRO;334;Accueil, hôtellerie, tourisme;Accueil, hôtellerie, tourisme;176;Association Gestionnaire du CFA des Métiers du Tourisme;309;CFA des Métiers du Tourisme;32;12;1;1660;0752206R;Annexe du CFA;CFA Stephenson;48 rue Stephenson;;;75117;75018;PARIS;32;22;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;69;AUTRE SCOLARITE SUPERIEURE;69;AUTRE SCOLARITE SUPERIEURE;11;11040;11200;BIZANET;7911Z;92;92044;75
11/12;25032301;Techniques et activités de l'image et du son spé gestion de production en cinéma d'animation et vidéo (LP Marne la Vallée);2;LICENCE PRO;323;Techniques de l'image et du son, métiers connexes du spectacle;Techniques de l'image et du son, métiers connexes du spectacle;63;Chambre de Commerce et d'Industrie de Paris;94;CFA CCIP - Gobelins, l'école de l'image;12;12;1;701;0754197E;Annexe du CFA;Site Paris;73 boulevard Saint-Marcel;;;75113;75013;PARIS;12;25;;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;95;2EME ANNEE BTS (STATUT APPRENTISSAGE);95;2EME ANNEE BTS (STATUT APPRENTISSAGE);75;75102;75002;PARIS;5911A;92;92012;35
